"Story","Title","Result","Date","Stability","Duration (s)"
"Como cliente de app epayco deseo interactuar con el login","interactuar con elementos en app epayco","SUCCESS","2023-04-13T17:06:05.1270364-05:00[America/Bogota]","0.0","88.44"
